gyarto;modell;gyartas_eve;szin;alvazszam;rendszam;uzemanyag;ajtok_szama;kormany_oldal;forgalomban
Isuzu;Hombre;2000;Turquoise;1GYFK53209R283047;PJU-557;elektromos;3;bal;false
Chrysler;Crossfire;2008;Turquoise;JM1CW2BL6E0903873;VOT-607;benzin;3;jobb;true
BMW;545;2005;Indigo;JM1BL1L33C1819756;ZGV-376;dízel;5;jobb;false
Chevrolet;LUV;1979;Crimson;2HNYD18626H830970;HZN-619;benzin;5;bal;true
Chevrolet;Colorado;2007;Pink;1C3CCBABXDN290535;KFY-181;elektromos;3;bal;false
MINI;Cooper;2004;Blue;JTHFN2EYXA9786259;KHX-619;benzin;5;bal;false
Chevrolet;Suburban 1500;2000;Yellow;5NPEB4ACXCH468308;FYK-995;dízel;3;bal;false
Infiniti;I;1998;Fuscia;WA1VMBFE2BD107470;UOD-363;benzin;5;bal;false
Jeep;Wrangler;2001;Indigo;WAUDV74F89N550280;JRO-970;elektromos;3;bal;false
Ford;E150;2007;Aquamarine;3D73M3HL6BG974572;PLZ-459;benzin;3;bal;true
Toyota;Tacoma;2011;Violet;3GYEK62N46G689972;OUQ-680;dízel;5;jobb;false
Ford;Crown Victoria;2001;Puce;3FAHP0GA4AR691313;LIB-134;elektromos;3;jobb;true
Mercury;Mountaineer;1998;Green;5UXFA53573L145730;IWP-202;dízel;5;bal;true
Lexus;IS F;2009;Aquamarine;WBAPH5G59AN421478;MOO-339;benzin;5;jobb;false
Chrysler;Concorde;1994;Mauv;WBSCL93451L609519;XRE-491;dízel;3;bal;true
Mazda;MPV;2003;Yellow;WVGAK7A95AD778238;SGV-107;dízel;5;jobb;true
GMC;Savana 2500;2000;Turquoise;1G6AE1RX7F0633196;EAZ-263;dízel;5;jobb;false
Ford;E-Series;2011;Fuscia;3D73Y3CL5AG363975;RCR-600;elektromos;5;jobb;true
Kia;Spectra;2003;Mauv;WUADUAFG3F7997143;OUI-424;benzin;3;bal;true
Porsche;911;2013;Teal;TRURD38J191341236;GFI-008;benzin;3;jobb;true
Volkswagen;Passat;2001;Puce;WBAYB6C59ED980493;LHT-979;elektromos;3;jobb;true
Hyundai;Equus;2011;Crimson;1G6DJ8E34C0773058;BDI-605;benzin;5;jobb;true
Subaru;Brat;1984;Crimson;5J6TF1H3XBL061187;PJL-014;benzin;3;bal;false
Pontiac;Bonneville;2000;Teal;JN1CV6FEXDM823024;NLS-322;elektromos;3;bal;false
Honda;Insight;2012;Blue;WAUSF78K19N616762;SDM-554;benzin;5;bal;true
Volvo;240;1993;Aquamarine;WUADUAFG0AN995371;RAP-596;dízel;5;bal;true
Chevrolet;Blazer;1999;Turquoise;1G6DM1E35C0462320;IPU-233;elektromos;3;bal;false
Honda;Civic;2010;Goldenrod;1FTEW1CM2CK310066;RMJ-928;dízel;3;bal;false
BMW;Z4;2006;Goldenrod;1FTEW1CM7CK368304;ARY-023;dízel;3;jobb;true
Mitsubishi;Galant;1994;Violet;4T1BF1FK4EU341144;VDP-415;elektromos;5;bal;true
Toyota;RAV4;2011;Aquamarine;KMHTC6AD6CU710263;ZKK-780;dízel;3;jobb;false
Ford;Fiesta;2012;Green;WBASP2C55BC350889;UPL-627;benzin;3;bal;false
Honda;CR-V;2000;Purple;3N1AB6AP0CL114894;CSY-107;dízel;3;jobb;true
Ford;Mustang;2005;Yellow;1FTWW3B57AE374545;CIQ-082;benzin;3;jobb;true
GMC;Rally Wagon 1500;1992;Yellow;WA1VMAFP2FA726590;ORK-288;elektromos;3;bal;false
Nissan;Quest;1999;Pink;WUAPV54B23N391851;UEY-908;benzin;3;jobb;false
GMC;Sierra 2500;2004;Crimson;2C3CDXCT2FH040413;SQA-995;elektromos;5;bal;true
Suzuki;XL7;2008;Maroon;WAULC68E03A931150;USQ-938;dízel;3;jobb;false
Dodge;Nitro;2009;Blue;WBAEV53462K041627;IPL-033;dízel;3;bal;false
Audi;TT;2002;Maroon;3VW517AT3FM868095;VJL-977;dízel;5;jobb;false
Ford;Windstar;2003;Orange;JTHBF5C29D5679064;XGG-936;dízel;3;jobb;false
Lincoln;Town Car;1998;Orange;5UXFG8C57BL251853;LIR-527;elektromos;5;bal;true
Lotus;Elise;2008;Indigo;WBANE53566B338346;EUN-715;elektromos;3;jobb;false
Nissan;Pathfinder;1997;Maroon;WBAYF4C57FG583535;EZM-340;elektromos;5;jobb;true
Honda;Ridgeline;2006;Orange;1FTEX1C8XAK206177;VNS-046;benzin;3;jobb;true
Chevrolet;Corvette;1966;Blue;2LMHJ5AR3AB509543;LJL-592;dízel;5;bal;true
Jeep;Wrangler;2000;Turquoise;5FNRL5H20FB918147;HHO-663;elektromos;3;bal;false
Chevrolet;G-Series 1500;1996;Red;ZHWGU5AU9CL265530;ERM-751;elektromos;5;jobb;false
Nissan;Frontier;2007;Turquoise;5N1AZ2MG0FN315109;BRH-546;benzin;5;bal;true
GMC;3500;1997;Khaki;WAUFEAFMXDA670180;SFA-690;benzin;3;jobb;false
GMC;Vandura 2500;1994;Pink;WBALM5C54BE506410;QQP-810;benzin;5;bal;true
Chevrolet;Tracker;2003;Indigo;3D7JB1EK8AG261216;ISL-370;benzin;3;jobb;true
Toyota;Celica;1983;Khaki;WA1LGBFE1ED748385;PLI-270;benzin;3;jobb;true
Plymouth;Acclaim;1994;Teal;3D7TP2CT6BG086154;EIQ-430;benzin;3;jobb;true
BMW;5 Series;1992;Crimson;WBA3C1C54FK788552;QEO-204;elektromos;3;jobb;false
Pontiac;Montana;2003;Red;5TDBKRFH8FS416470;CBR-498;benzin;3;jobb;true
Ford;E-Series;2010;Puce;5GAKVCKD7DJ315424;YJE-158;dízel;5;bal;false
Buick;Regal;1991;Turquoise;WAUEH78E18A185637;WAK-853;elektromos;5;jobb;false
Chevrolet;G-Series 3500;1997;Pink;WAUEH74F37N529670;KCF-792;elektromos;3;jobb;true
Ford;Courier;1989;Orange;WAULC58EX5A572970;QKE-602;dízel;5;jobb;false
Ford;Aspire;1996;Blue;2G4GR5ER9D9121156;AZI-321;benzin;3;bal;false
Ford;E150;2011;Indigo;WAUJC58E53A963156;VNG-422;elektromos;5;jobb;true
Mercury;Villager;1998;Aquamarine;WUARL48H89K691735;POL-820;elektromos;3;jobb;false
Pontiac;Grand Am;2001;Maroon;3VW4A7AT7DM976468;GSP-696;elektromos;5;bal;false
Audi;A8;1998;Fuscia;5UXFB93542L713841;MGV-979;elektromos;5;jobb;true
Infiniti;G;2007;Blue;TRUUT28N421464867;MQS-695;elektromos;5;jobb;true
Ford;E-Series;1996;Fuscia;SCFAB22321K700661;CMI-002;dízel;3;bal;false
Mercury;Capri;1991;Goldenrod;WBA3V7C52F5488651;KAV-988;benzin;5;bal;true
Volvo;940;1994;Crimson;WAUVT68E14A781852;NLN-822;elektromos;3;bal;true
Volvo;XC60;2011;Purple;JN8AZ1MU4CW089512;XNL-348;elektromos;3;bal;true
Ford;Aerostar;1988;Khaki;5LMJJ2H5XCE215379;MTG-715;dízel;3;bal;false
Volkswagen;GTI;2007;Puce;SCFEBBAC4AG104408;UOY-723;benzin;3;jobb;true
Pontiac;Sunbird;1992;Yellow;SCBCR73W97C002580;USC-360;elektromos;3;bal;false
Infiniti;QX;2000;Khaki;3C63D3KL9CG773860;AQG-119;dízel;5;bal;false
Dodge;D350;1993;Purple;WAUFMAFC5FN586435;XEW-350;dízel;5;jobb;true
Cadillac;Seville;2004;Mauv;WAUNF68PX6A307801;CIJ-137;benzin;5;jobb;true
Chrysler;300M;1999;Indigo;W04GS5EC8B1281139;JGO-389;elektromos;5;jobb;true
GMC;1500 Club Coupe;1993;Blue;1D7RW3BKXBS617442;GLH-852;elektromos;5;jobb;false
Chevrolet;Corvette;1998;Aquamarine;JTEBU4BF9BK836849;DWU-647;benzin;5;jobb;true
Lexus;GS;2009;Red;WAUHE78PX9A908474;NLO-587;elektromos;3;bal;true
Pontiac;Grand Am;1999;Crimson;1G6DK5E34D0189367;JMN-958;benzin;3;bal;true
Nissan;Sentra;2000;Pink;JA32U2FU4DU809226;SHH-069;benzin;5;bal;false
Kia;Sorento;2007;Puce;2HNYD18895H184424;TWK-808;elektromos;5;bal;false
Chevrolet;Impala SS;1995;Goldenrod;1G6DA8E57C0121133;QRP-464;dízel;3;bal;true
Nissan;240SX;1997;Red;1FTEW1E8XAF574142;OWD-318;benzin;3;bal;false
Audi;riolet;1996;Yellow;1G4HR54K134154579;CGN-747;elektromos;3;bal;false
Volvo;XC90;2005;Purple;WAUVT68E15A236736;NAS-733;elektromos;3;jobb;true
GMC;Yukon XL 1500;2007;Fuscia;WAUGL58E45A013495;TZN-386;dízel;5;jobb;false
Subaru;Tribeca;2007;Crimson;WBANU5C59AB235482;TGT-648;benzin;5;jobb;true
Jaguar;XJ;2009;Fuscia;WA1C8BFP9DA327965;OAY-504;elektromos;3;jobb;true
Nissan;Altima;2006;Khaki;5FRYD3H45GB317542;NME-030;elektromos;5;bal;true
Mercury;Mountaineer;2010;Mauv;WVWAP7AN4DE192891;HCL-490;elektromos;5;bal;false
Ford;GT500;2007;Aquamarine;1FBNE3BL8DD481938;NET-974;benzin;3;jobb;false
Dodge;Sprinter;2008;Puce;1FMJK1HT7FE971973;JXJ-619;elektromos;3;bal;true
Chevrolet;Classic;2004;Teal;WP0CB2A85FK246028;AMT-768;benzin;3;jobb;true
Hyundai;Elantra;1999;Maroon;WBA3A5C56EJ043948;SFX-037;elektromos;5;bal;true
Ford;Thunderbird;1984;Yellow;1G6KF54984U341788;HDC-470;elektromos;5;jobb;true
Kia;Sedona;2003;Yellow;3GYFNBE30ES242405;CJF-432;dízel;3;jobb;true
Ford;Bronco;1985;Yellow;WBAXG5C57DD967697;ETG-071;dízel;3;jobb;false
Dodge;Caravan;1985;Indigo;TRURD38J081035112;BEE-063;elektromos;5;bal;true
Subaru;Outback;2005;Teal;WAUHF98P48A509003;QKU-829;benzin;3;jobb;false
Honda;S2000;2004;Blue;5NPEB4AC3EH741768;EHF-252;elektromos;3;bal;true
Cadillac;Eldorado;1993;Indigo;WP0AA2A98CS171713;EFM-569;benzin;5;jobb;false
Pontiac;Firebird;2001;Yellow;4T1BD1FK6DU109729;GTX-932;benzin;5;bal;false
Mitsubishi;Truck;1990;Blue;JTHBE1D21E5386965;PYV-216;benzin;3;jobb;false
Chrysler;200;2012;Orange;WBAKG7C59BE828619;UTC-227;dízel;5;jobb;true
Jeep;Cherokee;1999;Pink;1D4PT2GK2AW655724;XZQ-301;dízel;3;jobb;false
Pontiac;Bonneville;1996;Puce;1N6AA0CC8CN163555;ZAR-748;elektromos;3;bal;true
Buick;Skyhawk;1987;Crimson;JTHBE1KS7B0917002;JOF-350;dízel;5;bal;false
Lincoln;Navigator;2009;Orange;1G4HD57277U506659;RFD-612;dízel;3;bal;false
Lexus;RX;2006;Puce;JTHFE2C23F2120178;IVO-850;elektromos;3;bal;false
Chevrolet;Monte Carlo;1997;Yellow;WAUWFAFH4AN530047;XNJ-929;elektromos;3;bal;false
Mercedes-Benz;G-Class;2003;Indigo;JH4CU4F40CC189964;DEJ-360;benzin;5;jobb;true
Subaru;Forester;2000;Green;1C4AJWAGXFL597505;LEM-205;dízel;3;bal;false
Lotus;Esprit;1992;Pink;WBA6A0C56DD053442;DRV-669;benzin;5;bal;true
Dodge;Sprinter;2006;Goldenrod;WBAVM1C50FV020829;TIG-206;benzin;3;bal;true
Mercedes-Benz;SL-Class;2007;Khaki;WAUDH98E28A641538;GWE-681;dízel;3;bal;true
BMW;7 Series;1996;Fuscia;2C3CDYAG9CH987729;RXO-053;elektromos;5;jobb;true
Saab;9000;1996;Maroon;WBALZ5C54CC245259;OTF-648;benzin;5;bal;true
Pontiac;Daewoo Kalos;2005;Blue;1GYUKHEF6AR378838;LMA-182;benzin;3;bal;true
Dodge;Dakota;2000;Mauv;WBA3A9C59FK379919;CCX-766;dízel;5;bal;false
Dodge;Durango;2007;Teal;TRUDD38J191140172;BNJ-176;benzin;3;jobb;true
Acura;RL;1997;Blue;WVWGU7ANXAE961246;IOJ-119;elektromos;3;jobb;false
Subaru;Alcyone SVX;1994;Mauv;WVGEF9BP4DD717983;HJH-415;benzin;3;jobb;false
Chevrolet;Express 1500;2009;Teal;WBAUL7C54DV957410;GZD-227;elektromos;5;bal;true
Mitsubishi;Galant;1989;Crimson;3D4PH6FV6AT490478;OFE-159;dízel;5;bal;true
Volkswagen;Jetta;2012;Blue;1B3CB8HB6BD861546;LKW-336;benzin;3;bal;false
BMW;7 Series;2003;Aquamarine;1G6AT5S34F0989321;EAU-709;benzin;5;jobb;true
Pontiac;Grand Prix;1990;Turquoise;KNDJN2A2XE7581488;QBQ-554;elektromos;3;jobb;true
Mercedes-Benz;SL-Class;1984;Pink;JTDKDTB35E1644231;JOD-107;dízel;5;bal;true
GMC;Sierra 1500;2013;Khaki;JM1NC2LF8C0338470;ASG-891;elektromos;3;bal;true
Bugatti;Veyron;2009;Turquoise;WBAKB4C5XBC684376;SVB-442;benzin;5;jobb;false
Nissan;Maxima;2004;Pink;JN1CV6EK4DM599675;MBH-194;elektromos;3;bal;true
BMW;3 Series;2011;Puce;1FTEW1CM0EK087609;JFZ-277;dízel;3;bal;false
Volvo;S70;1999;Indigo;WA1MKBFP8AA777978;EFO-654;dízel;3;jobb;true
Chevrolet;Express 3500;2002;Fuscia;WBA1J7C52EV333079;IGA-135;benzin;5;jobb;false
Mercedes-Benz;CL-Class;2005;Mauv;JN8AF5MR9BT156102;NTN-163;dízel;5;jobb;true
Nissan;Quest;2012;Blue;5FPYK1F24EB674535;QOC-549;dízel;3;bal;true
Honda;CR-V;2004;Mauv;3VWKP7AJ0EM472348;VQC-143;elektromos;3;bal;true
Oldsmobile;Intrigue;2000;Mauv;WDDHH8JB3FB595312;TUT-657;elektromos;3;jobb;true
Ford;Econoline E350;1995;Goldenrod;1GYS3KEF4CR871180;CXV-110;elektromos;3;bal;true
Lexus;LX;2002;Purple;2G4GS5GX5E9641050;BCI-139;elektromos;3;jobb;false
Toyota;Echo;2004;Yellow;WDDGF4HB0ER169440;IDM-012;benzin;5;jobb;true
Bentley;Continental Flying Spur;2006;Indigo;WBA6B8C5XFD963173;DPY-942;dízel;5;jobb;true
Volkswagen;Touareg;2007;Fuscia;19VDE1F51DE081348;UYZ-491;elektromos;5;bal;true
Lexus;GS;2007;Pink;1G6KD5E68BU384809;AYC-663;elektromos;3;bal;true
Mazda;CX-9;2009;Crimson;JH4CL96916C438692;IKA-219;benzin;5;jobb;true
Ford;F-Series;2011;Violet;JTDKN3DU3A0488631;YCN-993;elektromos;3;jobb;false
GMC;Savana 3500;2004;Pink;WAUFGAFC0FN361332;PXL-869;dízel;3;jobb;false
Saab;9-3;2006;Turquoise;WBASN2C54DC005393;NUH-116;dízel;5;jobb;false
Subaru;Impreza;2007;Puce;2G4GV5GV6C9507473;QLR-818;dízel;3;bal;false
Acura;RSX;2006;Crimson;WA1YD64B53N139273;BJO-168;benzin;3;bal;false
Plymouth;Grand Voyager;1993;Mauv;1G6DP8E39C0889435;SPN-542;benzin;5;jobb;true
Audi;A3;2006;Violet;2HNYD18934H853682;XVY-374;benzin;3;jobb;false
Land Rover;Defender Ice Edition;2010;Mauv;3D7TP2CT0BG900122;RGD-359;dízel;3;bal;false
Land Rover;Freelander;2009;Goldenrod;JTDKN3DU0F0296669;UCF-765;elektromos;3;jobb;false
BMW;3 Series;2012;Fuscia;1FMJU1K59AE764465;PPS-368;benzin;3;jobb;true
Honda;Odyssey;2003;Violet;WAUDF78E38A989827;LSJ-280;dízel;3;jobb;false
Infiniti;QX;2002;Fuscia;1G6DJ577290384183;PLB-553;dízel;5;jobb;true
Bentley;Continental GT;2008;Goldenrod;WAUAF78E78A941136;ASV-545;benzin;3;bal;true
Volkswagen;New Beetle;2004;Khaki;5J8TB4H51DL654283;RHV-085;dízel;5;jobb;true
Chevrolet;Astro;1996;Crimson;2G61P5S34F9204953;NPP-773;elektromos;5;bal;false
Hyundai;Tiburon;2009;Blue;TRUWC28NX21458435;SLT-193;benzin;3;jobb;false
Porsche;944;1987;Red;KMHHT6KD3DU141457;FBB-201;benzin;5;bal;true
Ford;Crown Victoria;1999;Violet;4T1BK3DB8BU826134;BYF-461;dízel;3;jobb;false
Pontiac;Grand Am;1990;Mauv;WAUVC58E92A820842;KCY-302;elektromos;5;jobb;true
Chevrolet;Camaro;1979;Yellow;WBADN63421G187073;FAK-001;dízel;3;jobb;false
Suzuki;Equator;2012;Khaki;WBA3B5C53FP849743;LKG-141;elektromos;3;jobb;true
BMW;M6;2010;Orange;1G6YV36A575446456;QQH-877;dízel;3;bal;true
Subaru;Outback Sport;2002;Orange;WBAKN9C53FD820688;XDP-016;dízel;5;jobb;true
Isuzu;Rodeo;1995;Teal;5J6TF2H58EL267992;LQT-445;elektromos;3;jobb;false
Dodge;D150 Club;1992;Puce;SAJWA0HP0EM551328;IQW-261;dízel;3;jobb;true
Toyota;Avalon;2011;Purple;4JGDA2EBXDA784834;FVV-201;dízel;3;bal;false
Honda;Accord;2000;Teal;WAUBC48H26K255048;PWW-043;benzin;5;bal;true
Mazda;626;1984;Mauv;SALSF2D4XDA622145;KPG-188;dízel;5;bal;false
Oldsmobile;Silhouette;1996;Orange;WAUMF78K19A850366;IOQ-349;benzin;3;jobb;false
Chevrolet;Bel Air;1967;Mauv;WBAKF9C50DE596526;RMG-109;dízel;5;jobb;false
Volvo;S80;2005;Orange;WAUKF78E86A535982;NVY-424;benzin;3;bal;true
Dodge;Grand Caravan;2005;Aquamarine;JM3ER2A52B0206643;MDC-788;benzin;3;jobb;true
Nissan;Armada;2011;Maroon;1FTNS2EW3AD251255;NCZ-681;elektromos;3;bal;true
Toyota;Solara;1999;Khaki;5J8TB3H75GL762213;MTK-471;dízel;3;jobb;false
Mercury;Grand Marquis;1984;Red;WAUEKBFB9AN534670;BHI-442;elektromos;5;jobb;true
Saab;9-7X;2006;Pink;JN8AE2KP7C9504576;AGB-283;benzin;5;jobb;false
Ford;Taurus;2005;Pink;WBA3N7C57EK212515;SJF-408;dízel;3;bal;true
Pontiac;Firebird;1999;Violet;4T3BA3BB0FU078000;FNS-723;dízel;3;bal;false
Mitsubishi;Diamante;1999;Teal;WA1BY94LX8D895926;ISF-338;benzin;3;jobb;false
BMW;Z4;2009;Pink;WAU2GBFC6CN908846;CVL-189;elektromos;5;jobb;false
Ford;Escape;2013;Blue;5FRYD4H48GB497475;OJG-262;elektromos;5;bal;false
Ford;Laser;1986;Khaki;WBAPH5C59AA748332;LVV-623;elektromos;5;jobb;true
Honda;Odyssey;2011;Teal;1N4AA5APXEC242252;LQL-359;elektromos;5;bal;false
Toyota;RAV4;2012;Puce;5N1AZ2MH9FN328675;GFG-255;benzin;3;bal;true
Honda;Fit;2007;Purple;2HNYD28298H871103;ANM-049;dízel;5;jobb;false
Mitsubishi;Starion;1984;Goldenrod;WAUHF98P57A250195;AIL-505;elektromos;5;bal;false
Toyota;Land Cruiser;2010;Violet;4T1BF1FK0DU386600;UFO-391;benzin;3;bal;false
Buick;LeSabre;1988;Orange;1FTEW1E88AF624200;WMI-350;dízel;5;jobb;false
Mercury;Tracer;1998;Teal;2G4GV5GVXD9576622;QFM-049;elektromos;3;jobb;true
Suzuki;Aerio;2002;Crimson;WDDEJ7GB5CA859611;IMX-652;elektromos;5;jobb;true
Toyota;Paseo;1993;Indigo;WAUMFAFL2CA488726;LHE-046;elektromos;5;jobb;false
Subaru;SVX;1993;Purple;1GYS4AEF4DR714113;DSI-354;benzin;3;jobb;false
Pontiac;Grand Prix;1966;Khaki;5TDDK3DCXBS105825;VPQ-258;elektromos;3;jobb;true
Mitsubishi;Endeavor;2010;Blue;1GYEK63N96R711365;GTL-112;dízel;3;bal;true
Plymouth;Grand Voyager;1995;Orange;2V4RW3D1XAR043039;HIC-655;dízel;5;jobb;true
Audi;riolet;1997;Teal;1G6DP5E31D0414393;LQN-261;dízel;5;bal;true
Chevrolet;Corvette;2012;Blue;WBA3D3C52FK777400;GUY-821;elektromos;5;bal;false
Volkswagen;GTI;1989;Violet;YV126MEC8F1336090;AMA-476;dízel;3;jobb;true
Audi;Quattro;1994;Mauv;WBAKG7C54DE555205;VLI-503;dízel;3;bal;false
Dodge;Ram 3500;2009;Maroon;1G6AZ5SX6F0457053;LOW-245;elektromos;3;bal;true
Mazda;626;1986;Mauv;1D7RV1CP1BS671732;LSX-146;dízel;5;bal;false
Lincoln;LS;2002;Crimson;1D4RE3GG9BC944137;BHE-712;elektromos;3;jobb;false
Honda;Accord;1999;Aquamarine;JHMZF1C42CS947655;INF-703;benzin;3;bal;true
Mercedes-Benz;C-Class;1994;Pink;1C3BCBGG3CN661077;PHK-722;benzin;3;bal;false
Ford;Crown Victoria;1992;Goldenrod;1ZVBP8AM5B5148796;MNK-099;elektromos;5;bal;false
Oldsmobile;Bravada;1994;Red;3N1AB6AP4BL142003;AJE-186;benzin;3;jobb;false
Mitsubishi;Galant;2001;Crimson;WBA5M4C57FD828456;FOJ-692;elektromos;5;bal;false
Panoz;Esperante;2008;Blue;1B3CB8HBXAD595950;TOL-458;benzin;3;jobb;false
Tesla;Roadster;2011;Red;WA1LMBFE7BD639899;CFY-711;elektromos;5;jobb;true
Scion;xA;2004;Green;1C4AJWAG3FL598589;KJM-937;dízel;3;bal;true
Chrysler;Concorde;1999;Mauv;3LNDL2L39CR376013;WKX-185;benzin;5;jobb;false
Saab;9-2X;2006;Puce;1J4PR4GK8AC605879;OHT-182;dízel;3;jobb;false
BMW;X5;2010;Yellow;1G6DN56S250567099;CKE-396;dízel;5;bal;true
Fairthorpe;Rockette;1960;Turquoise;3D7TT2CT4BG073074;WQO-800;elektromos;5;bal;true
Lamborghini;Diablo;2001;Indigo;2FMGK5BC8CB831271;TGH-364;elektromos;3;bal;true
Buick;Reatta;1988;Yellow;5YMGY0C50DL736091;JRK-082;dízel;3;bal;true
Ford;Explorer;2003;Green;19UUB2F75FA305509;LIT-948;benzin;5;jobb;true
BMW;M6;2010;Puce;WAUUL98E07A449984;UDF-594;benzin;5;jobb;false
Volkswagen;Scirocco;1984;Khaki;1G4CU541044182293;LOJ-797;elektromos;5;jobb;false
Suzuki;Daewoo Lacetti;2005;Violet;4USFE83517L403635;CKH-246;benzin;5;jobb;true
Volvo;XC90;2006;Puce;5N1BA0NE2FN649915;NHA-303;elektromos;3;jobb;false
Mitsubishi;Outlander;2004;Mauv;WBALW7C56CC575540;RGV-257;dízel;5;jobb;true
Dodge;Viper;2009;Aquamarine;JN1BY0AR4AM798904;FCM-442;dízel;5;bal;false
GMC;3500;1996;Mauv;YV4902DZ9D2531586;UHD-930;benzin;3;bal;true
Pontiac;Vibe;2010;Teal;1FTSX2B5XAE101945;QCP-733;elektromos;3;jobb;false
Dodge;Dakota Club;2006;Maroon;4A4AP3AU2FE360894;HAL-554;elektromos;3;bal;false
Chevrolet;Caprice;1992;Violet;3D73Y3CL5AG053681;NBV-648;benzin;3;jobb;false
Mercury;Tracer;1998;Turquoise;WBA3B5C58DF906411;YGI-756;benzin;5;bal;false
Volvo;V70;2006;Blue;WBABW53456P637501;EWZ-586;elektromos;5;jobb;true
Toyota;Celica;2002;Red;YV1902AH3C1886637;CVZ-318;dízel;5;bal;true
Infiniti;G;2002;Khaki;1YVHZ8BH1D5793127;KOZ-567;elektromos;5;bal;false
Dodge;Viper;2006;Orange;1G4HD57296U616661;MGQ-918;dízel;5;bal;true
Chevrolet;Express 1500;2007;Khaki;1G6DL5ED6B0634811;JLT-397;benzin;3;jobb;true
Chrysler;Town & Country;1997;Pink;1G6DH1E31E0019413;HLC-405;elektromos;5;jobb;false
Toyota;Prius c;2012;Mauv;WAURV78T18A226695;QUG-097;benzin;5;jobb;false
Mitsubishi;Diamante;1996;Blue;WAUSH78E36A763480;MED-391;benzin;3;bal;false
Lincoln;MKT;2011;Teal;2C3CCADT1CH778357;KDV-917;elektromos;3;jobb;false
Ford;Aerostar;1986;Red;5J6TF1H59EL779707;WGT-823;benzin;5;jobb;false
Chevrolet;Corvette;2004;Crimson;2T1BU4EE6DC270225;FYI-855;benzin;5;bal;false
Lincoln;Town Car;1995;Maroon;2G61M5S36E9757921;CLP-290;elektromos;3;bal;true
Mercury;Monterey;2004;Crimson;WVWED7AJ1BW634332;SDV-269;elektromos;5;jobb;true
Toyota;Sequoia;2011;Maroon;3VW8S7AT3FM597808;UTS-713;benzin;3;jobb;false
Dodge;Nitro;2011;Blue;WAUDF98E28A103637;GOA-118;benzin;5;bal;false
Lexus;ES;1998;Mauv;3CZRE3H3XAG267100;MVZ-583;elektromos;3;jobb;true
Ford;Explorer;1994;Pink;1G6AJ1R38F0607067;YEC-494;dízel;3;bal;false
Chevrolet;Silverado;2006;Turquoise;WAULT58E65A048036;DSQ-679;dízel;3;bal;true
Kia;Sedona;2005;Pink;1G4GL5G32DF392125;CWP-382;elektromos;5;jobb;true
Mitsubishi;Galant;2004;Violet;WBAEU33425P939317;NRV-895;dízel;3;jobb;false
Lincoln;Continental Mark VII;1990;Aquamarine;JTMHY7AJ8D4933994;NFX-425;dízel;3;jobb;true
Maybach;62;2007;Aquamarine;1GKS1CKJ1FR345933;HIR-815;elektromos;5;bal;true
Plymouth;Colt Vista;1993;Purple;5TDBW5G16BS877790;HIF-717;dízel;3;jobb;false
Lotus;Esprit;1985;Crimson;KNAFU6A28A5076021;TTZ-545;dízel;5;bal;true
Acura;NSX;1993;Green;5N1AT2ML4EC124138;MZW-264;elektromos;5;jobb;true
Chevrolet;Suburban 2500;2009;Indigo;WAUWMAFC2EN548983;HYM-522;elektromos;3;bal;false
GMC;Sierra 2500;2000;Aquamarine;WBSBL934X6P219799;QPX-934;benzin;3;jobb;false
Chevrolet;Suburban;2009;Aquamarine;1D7RB1GT8BS393153;NSU-721;dízel;3;jobb;false
GMC;2500;1994;Orange;2HKRM3H31CH484134;MWF-317;elektromos;3;jobb;false
Kia;Sportage;2009;Pink;WBA3R5C59FF606245;PQN-791;dízel;5;jobb;true
Infiniti;G;2002;Blue;1N6AA0CA6AN339949;XMO-759;benzin;3;jobb;false
Alfa Romeo;164;1993;Pink;3N6CM0KN0FK699610;BEQ-121;benzin;3;bal;true
Ford;F-Series;2001;Red;5N1AA0NE4EN063369;XXY-286;benzin;5;jobb;false
Hyundai;Accent;2004;Maroon;1G6DK67V790143382;JOD-809;benzin;5;bal;true
Pontiac;LeMans;1968;Turquoise;WAULT68E75A836491;KVS-561;elektromos;5;bal;true
BMW;1 Series;2011;Violet;1FTSX2B52AE703495;CRR-184;elektromos;5;bal;true
Buick;Regal;1991;Orange;JM1NC2EF3A0417037;XTF-632;dízel;3;bal;true
Kia;Rio;2011;Aquamarine;WA1LFBFP4CA364216;RTI-610;benzin;5;jobb;true
Toyota;Avalon;2012;Goldenrod;JN1AZ4EH7FM405728;IAU-940;elektromos;3;bal;true
BMW;600;1958;Fuscia;1G6DG8E51C0725680;LRK-070;elektromos;5;jobb;false
Lamborghini;Gallardo;2006;Purple;19UUA8F27CA481113;OMN-493;elektromos;5;jobb;false
GMC;Sierra;2010;Turquoise;WAURFAFR9EA587914;APA-827;dízel;5;bal;true
Saab;900;1991;Aquamarine;JTHBP5C23A5234019;BZD-605;elektromos;5;bal;false
Chrysler;Sebring;1995;Maroon;1GYS3BEF4ER646079;IEZ-235;elektromos;3;bal;false
Lamborghini;Countach;1990;Purple;2G4WB52K011574406;YCI-821;elektromos;5;jobb;true
Chrysler;300M;2000;Fuscia;YV1612FH6D2216696;XRG-150;benzin;3;jobb;true
Chevrolet;Sportvan G30;1996;Violet;WAUUL98E56A559198;WXW-785;benzin;5;jobb;true
Ford;E350;2005;Indigo;5GADV23157D087966;CME-832;dízel;3;jobb;true
